threshold,sensitivity,specificity,precision,npv,balanced_accuracy,f1,predicted_positive_rate,tn,fp,fn,tp,criterion
0.09499999999999999,0.7011470497054872,0.4920775334981137,0.14805036112505182,0.9289749005353898,0.5966122916018004,0.24447807444240263,0.5295273088610812,37826.0,39044.0,2892.0,6785.0,Sensitivity >= 0.70
0.08499999999999998,0.7812338534669836,0.3967087290230259,0.14016872160934457,0.9350852446952043,0.5889712912450047,0.23769100169779286,0.6231874010653171,30495.0,46375.0,2117.0,7560.0,Sensitivity >= 0.75
0.07999999999999999,0.8188488167820606,0.3476258618446728,0.1364513018322083,0.9384372256365233,0.5832373393133667,0.23392227191545262,0.6709880180711059,26722.0,50148.0,1753.0,7924.0,Sensitivity >= 0.80
0.12999999999999998,0.4407357652164927,0.7517887342266164,0.1826943671021632,0.9143697984241005,0.5962622497215546,0.2583126400581431,0.26973783031185367,57790.0,19080.0,5412.0,4265.0,Maximum F1
0.10499999999999998,0.6210602459439909,0.5776115519708599,0.1561890901530705,0.9237122409919281,0.5993358989574253,0.24960544895755463,0.44460235478988297,44401.0,32469.0,3667.0,6010.0,Maximum balanced accuracy
